comment,label,processed_comment
đợt đầu,Positive,đợt đầu
bình lần bị huỷ lần chứ sản phẩm đồng ý,Negative,bình lần bị huỷ lần chứ sản_phẩm đồng_ý
sản phẩm đăng cá khô cá ướt mùi hư hỏng,Negative,sản_phẩm đăng cá khô cá ướt mùi hư_hỏng
sản phẩm đóng gói tốt hàng dầu gội dùng gội đậu bọt ít mùi thơm chắc đồ dỏm,Positive,sản_phẩm đóng_gói tốt hàng dầu_gội dùng gội đậu bọt ít mùi thơm chắc đồ dỏm
an va,Positive,an va
đế su bền bỉ sử dụng lâu dài thiết kế thời tạo diện mạo cách dễ dàng làm sạch bảo quản giày đa năng phù hợp nhiều hoạt động thoải mái mặc hàng ngày giày đa năng phù hợp nhiều hoạt động nhiều kích cỡ lựa chọn cài dây an toàn ôm sát chân giày chạy bộ thời bền bỉ,Positive,đế su bền_bỉ sử_dụng lâu_dài thiết_kế thời tạo diện_mạo cách dễ_dàng làm sạch bảo_quản giày đa_năng phù_hợp nhiều hoạt_động thoải_mái mặc hàng ngày giày đa_năng phù_hợp nhiều hoạt_động nhiều kích_cỡ lựa_chọn cài dây an_toàn ôm sát chân giày chạy bộ thời bền_bỉ
hàng chất lượng số lắm mọi người giá rẻ hàng đóng gói cẩn thận lần ủng hộ tiếp,Positive,hàng chất_lượng số lắm mọi người giá rẻ hàng đóng_gói cẩn_thận lần ủng_hộ tiếp
đặt ký hủ hủ la s,Negative,đặt ký hủ hủ la s
chất lượngnhư quảng cáo hương vịthơm giá cảhợp lý,Positive,chất lượngnhư quảng_cáo hương vịthơm giá cảhợp lý
mật chất lượng hoàn hảo đồ ăn vặt món tráng miệng hàng đóng gói cẩn thận rất khuyến khích gặp chương trình kmlàm luôn l,Positive,mật chất_lượng hoàn_hảo đồ_ăn vặt món tráng_miệng hàng đóng_gói cẩn_thận khuyến_khích gặp chương_trình kmlàm luôn l
nhận đúng đủ cảm ơn rất rất rất rất rất rất rất nhiều hình ảnh tính chất họa thôi tới nhà xé ăn kịp chụp hình,Positive,nhận đúng đủ cảm_ơn nhiều hình_ảnh tính_chất hoạ thôi tới nhà xé ăn kịp chụp hình
quần khá kén dạng mặc quần phù hợp cân nặng miêu tả chọn,Negative,quần khá kén dạng mặc quần phù_hợp cân nặng miêu_tả chọn
đúng sản phẩm nguyên vẹn rất đồng ý,Positive,đúng sản_phẩm nguyên_vẹn đồng_ý
đặt kính kính,Negative,đặt kính kính
sản phẩm tiện lợi sản phẩm giá tốt nhân viên hàng thân thiện,Positive,sản_phẩm tiện_lợi sản_phẩm giá tốt nhân_viên hàng thân_thiện
bánh bị ăn mất làm lủng hộp rất khó chịu,Negative,bánh bị ăn mất làm lủng hộp khó_chịu
biết bán kg giữ đúng lời hứa chứ lần trước dặn mỗi màu đặt thêm nói màu đenmà màu bó kg giơ,Negative,biết bán kg giữ đúng lời hứa chứ lần trước dặn mỗi màu đặt thêm nói màu đenmà màu bó kg giơ
mấy đen thấy gớm chết,Negative,mấy đen thấy gớm chết
báo đếm thực,Negative,báo đếm thực
gà khô cungcó vẻ mới lắm chắc hẹn gặp lần quá,Normal,gà khô cungcó vẻ lắm chắc hẹn gặp lần quá
chả hiểu sản phẩm chất lượng lên quảng cáo khác bìa giả mực mọi người đừng muốn chết sớm,Negative,chả hiểu sản_phẩm chất_lượng lên quảng_cáo khác bìa_giả mực mọi người đừng muốn chết sớm
độ bền re va de người de,Negative,độ bền re va de người de
khô hơi ướt sản xuất ngày ngày sử dụng hết,Positive,khô hơi ướt sản_xuất ngày_ngày sử_dụng hết
hàng lần đầu tiên gặp cũ hành tím to mình xài mình giới thiệu mọi người cùng,Positive,hàng lần đầu_tiên gặp cũ hành tím to xài giới_thiệu mọi người cùng
đủ hàng chuẩn bị giá rẻ chất lượng tạm ổnmuối tôm chất lượng mới,Normal,đủ hàng chuẩn_bị giá rẻ chất_lượng tạm ổnmuối tôm chất_lượng
sp đồng ý,Positive,sp đồng_ý
hình đỏ tươi đến mở đen đục hết,Negative,hình đỏ tươi đến mở đen đục hết
tạm tạm thôi thơm chút xíu hết trơn mùi,Negative,tạm tạm thôi thơm chút_xíu hết trơn mùi
lần thấy quà tặng luôn mực lần mỏng nhỏ lần trước,Positive,lần thấy quà tặng luôn mực lần mỏng nhỏ lần trước
vị ăn đóng gói hàng chắc chắn rất hài lòng,Positive,vị ăn đóng_gói hàng chắc_chắn hài_lòng
mực khô mềm mịn mực khô vũng tàu đích thực tuyệt vời tặng quà đúng hàng tặngkhô mỏng nhỏ,Positive,mực khô mềm mịn mực khô vũng_tàu đích_thực tuyệt_vời tặng quà đúng hàng tặngkhô mỏng nhỏ
hành khô củ lớn thơm bằng hành lý sơn,Positive,hành khô củ lớn thơm bằng hành_lý_sơn
dễ sử dụng hơi chật so chọn độ bền kém dễ đứt chất lượng vật liệu phải tốt lắm tạm đồng ý,Negative,dễ sử_dụng hơi chật so chọn độ bền kém dễ đứt chất_lượng vật_liệu phải tốt lắm tạm đồng_ý
ít chút giá tiền đồng ý,Positive,ít chút giá tiền đồng_ý
mỏng quá nhỏ,Negative,mỏng quá nhỏ
sản phẩm giống quảng cáo dây ngắn mình,Negative,sản_phẩm giống quảng_cáo dây ngắn
đáng tiềncó mùi vịcó,Positive,đáng tiềncó mùi vịcó
cáchhoàn hảo công việc giải trí lịch hợp thời túi lưu trữ tiện lợi,Normal,cáchhoàn hảo công_việc giải_trí lịch hợp_thời túi lưu_trữ tiện_lợi
găng mỏng dính chứ phải hình ạ tính giá mắc so chất lượng,Negative,găng mỏng_dính chứ phải hình ạ tính giá mắc so chất_lượng
hương thơm giấy đen giấy tạp,Negative,hương thơm giấy đen giấy tạp
áo bị dơ,Negative,áo bị dơ
khô nhìn dùng thử biết vị ủng hộ tiếp hàng thân thiện,Positive,khô nhìn dùng thử biết vị ủng_hộ tiếp hàng thân_thiện
hàng đẹp đúng mẫu cảm ơn,Positive,hàng đẹp đúng mẫu cảm_ơn
cá j mặn chát ăn nỗi giống đổ ký muối vô,Positive,cá j mặn_chát ăn nỗi giống đổ ký muối vô
đóng hàng cẩu thả túi hút chân bị rách nhận hàng vê lạp xưởng nhớp nháp bốc mùi rượu,Negative,đóng hàng cẩu_thả túi hút chân bị rách nhận hàng vê lạp_xưởng nhớp_nháp bốc mùi rượu
ln hàng đong sản an,Positive,ln hàng đong sản an
quá ơi mình miền tây ăn hơp khẩu vị ạh re vi hàng giảm giá,Positive,quá ơi miền tây ăn hơp khẩu_vị ạh re vi hàng giảm_giá
mắm đổ hết ăn,Negative,mắm đổ hết ăn
nhiều màu sắc thời lựa chọn tuyệt vời người bị loạn thị,Negative,nhiều màu_sắc thời lựa_chọn tuyệt_vời người bị loạn_thị
rất thơm lưu hương rất lâu đk h xịt phát s chuyển mùi dùng sát khuẩn mùa rất đồng ý đóng gói rất đẹp,Negative,thơm lưu hương lâu đk h xịt phát s chuyển mùi dùng sát_khuẩn mùa đồng_ý đóng_gói đẹp
tôm tô n hơi cũ,Normal,tôm tô n hơi cũ
e chê ạ dở áo mưa dùng lần,Normal,e chê ạ dở áo_mưa dùng lần
chất lượng quá tồi giấy bở gói bé xíu mỏng chất lượng kém xứng đáng,Negative,chất_lượng quá tồi giấy bở gói bé xíu mỏng chất_lượng kém xứng_đáng
siêu to luôn tưởng ngờ to quá trời điều hơi lâu,Positive,siêu to luôn tưởng ngờ to quá_trời điều hơi lâu
áo mỏng nhìn xuyên thể chống nắng uv áo hơi nhỏ mình kg ngắn áo,Negative,áo mỏng nhìn xuyên thể chống nắng uv áo hơi nhỏ kg ngắn áo
mùi thơm thôi chứ ht mụn,Negative,mùi thơm thôi chứ ht mụn
ổn hộp kg khô g số tính tô đựng hết g lận,Negative,ổn hộp kg khô g số tính tô đựng hết g lận
thiếu hàng trốn tránh lời,Negative,thiếu hàng trốn_tránh lời
sạo kg khuyến mãi hết đừng,Negative,sạo kg khuyến_mãi hết đừng
mặc quần kéo đến nách thật cạp quá,Negative,mặc quần kéo đến nách thật cạp quá
giấy thấy ghê thô nhìn sợ hãi dám sử dụng đưng hối hận tôi hàng đúng quảng cáo,Positive,giấy thấy ghê thô nhìn sợ_hãi dám sử_dụng đưng hối_hận tôi hàng đúng quảng_cáo
đóng gói kĩ phù hợp giá tiền vụn hơi bột,Positive,đóng_gói kĩ phù_hợp giá tiền vụn hơi bột
ml ml tức cười thật định bịp,Negative,ml ml tức_cười thật định bịp
bán kính hộp đựng kínhbỏ bộc ni lôngkính đeo vào mỏi mắtquá tệ,Negative,bán_kính hộp đựng kínhbỏ bộc ni lôngkính đeo vào mỏi mắtquá tệ
hút ẩm ớt quá nhiều wr we be,Normal,hút ẩm ớt quá nhiều wr we be
đóng gói cẩn thận lần lít đồng ý mùi thơm dịu uống thơm đóng ml dễ sử dụng tạm thời hài lòng,Positive,đóng_gói cẩn_thận lần lít đồng_ý mùi thơm dịu uống thơm đóng ml dễ sử_dụng tạm_thời hài_lòng
gửi kèm quà tặng mô tả,Negative,gửi kèm quà tặng mô_tả
hàng đóng hàng kỉ mùi hơi gắt,Normal,hàng đóng hàng kỉ mùi hơi gắt
hàng giá khuyến mãi quá rẻ mật chất lượng giống lần trước,Positive,hàng giá khuyến_mãi quá rẻ mật chất_lượng giống lần trước
mới cưc thực phâm vụn chư hẹn lân chúc đăt,Positive,cưc thực phâm vụn chư hẹn lân chúc đăt
nhận đúng hàng chất lượng phải sử dụng thời mới đánh giá,Normal,nhận đúng hàng chất_lượng phải sử_dụng thời đánh_giá
jdjđjdjdjjejejejeejejejejejejejejejejejejejjeejejejej,Positive,jdjđjdjdjjejejejeejejejejejejejejejejejejejjeejejejej
đầu dê bán thịt chó khô cá ướp rất mặn thịt cá bỡ lâu lắm đúng tiền chán,Negative,đầu dê bán thịt chó khô cá ướp mặn thịt cá bỡ lâu lắm đúng tiền chán
hàng giống hình ăn tạm ký g làm ăn uy tín j,Negative,hàng giống hình ăn tạm ký g làm_ăn uy_tín j
cá rất hôi ăn,Negative,cá hôi ăn
hàng đóng gói cẩn thận sử dụng tiền dùng nổi mụn khắp mặt,Negative,hàng đóng_gói cẩn_thận sử_dụng tiền dùng nổi mụn khắp mặt
tiện lợi tiết kiệm thời,Normal,tiện_lợi tiết_kiệm thời
bộ đừng mặc chạy xe chạy nó mặc mặc,Negative,bộ đừng mặc chạy xe chạy nó mặc mặc
bịch siêu bị vỡ vụn nhiều hàng,Positive,bịch siêu bị vỡ vụn nhiều hàng
làm ăn phải gọi lf quá bố láo luôn gửi hàng kg cơm cháy riêng gửi hộp ăn dở đủ số lượng,Negative,làm_ăn phải gọi lf quá bố_láo luôn gửi hàng kg cơm cháy riêng gửi hộp ăn_dở đủ số_lượng
đúng mẫu đặp,Normal,đúng mẫu đặp
rất tệ khuyên bạn đừng tanhvừa giở,Negative,tệ khuyên đừng tanhvừa giở
khá ổn tầm giá,Positive,khá ổn tầm giá
sản phẩm đúng mô tả chất lượng kém hàng chóng ủng hộ tiếp tục lần,Negative,sản_phẩm đúng mô_tả chất_lượng kém hàng chóng ủng_hộ tiếp_tục lần
mỏng giá tiền đoi,Negative,mỏng giá tiền đoi
mực khô chất lượng mực khô ngọt mực khô mềm mịn,Positive,mực khô chất_lượng mực khô ngọt mực khô mềm mịn
hàng nhanhđong gói gọn gànggia hợp lý phù hợp túi tiền ủng hộ tiếp,Positive,hàng nhanhđong gói gọn gànggia hợp_lý phù_hợp túi_tiền ủng_hộ tiếp
lạc mặn ướt nhiều,Normal,lạc mặn ướt nhiều
mật ngọt bnkkooiuh vgftyy gttrfr,Positive,mật ngọt bnkkooiuh vgftyy gttrfr
mùi hươngcó thấy thơm j âu đánh mất thơm độ lưu hươngk,Negative,mùi hươngcó thấy thơm j âu đánh mất thơm độ lưu hươngk
mùi hương thơm nhẹ hơi gắt độ bềnp bìcũng xịnn,Normal,mùi hương thơm nhẹ hơi gắt độ bềnp bìcũng xịnn
quá tệkhô lên màu đỏkhô mỏng nướng lên mùi thơmko vị ngọttúm nhận luônchứ nhìu trả,Positive,quá tệkhô lên màu đỏkhô mỏng nướng lên mùi thơmko vị ngọttúm nhận luônchứ nhìu trả
đặt kg kg tìm số liên hệ trả hàng nhân viên đòi phải toán đơn hàng,Negative,đặt kg kg tìm số liên_hệ trả hàng nhân_viên đòi phải toán đơn hàng
dễ sử dụngtiện lợi tiết kiệm thời,Normal,dễ sử dụngtiện lợi tiết_kiệm thời
hành tím nhìn ổn giá giảm giá tiếp tục ủng hộ,Positive,hành tím nhìn ổn giá giảm_giá tiếp_tục ủng_hộ
nhận hàng năm hàng cảm ơn rất nhiều,Positive,nhận hàng năm hàng cảm_ơn nhiều
giáo hàng đặt tẩy tế bào chết sữa rửa mặt,Negative,giáo hàng đặt tẩy tế_bào chết sữa rửa mặt
hàng phù hợp giá tiền chất lượng tốt lắm,Negative,hàng phù_hợp giá tiền chất_lượng tốt lắm
sử dụng biết ok,Negative,sử_dụng biết ok
mo o mo ky ma to ky co ky mo co kg co mo an gi ky bi,Negative,mo o mo ky ma to ky co ky mo co kg co mo an gi ky bi
nhận đủ hàng đúng quảng cáo đóng gói cẩn thận hàng nhân viên bán hàng tận tình rất hài lòng điểm mười chất lượng tặng năm lần tiếp tục ủng hộ tiếp mọi người cứ yên tâm măng măng khô rất,Positive,nhận đủ hàng đúng quảng_cáo đóng_gói cẩn_thận hàng nhân_viên bán hàng tận_tình hài_lòng điểm mười chất_lượng tặng năm lần tiếp_tục ủng_hộ tiếp mọi người cứ yên_tâm măng măng khô
hàng đóng gói cẩn thận sản phẩm rất đẹp xài biết bền hàng vận chuyển rất,Positive,hàng đóng_gói cẩn_thận sản_phẩm đẹp xài biết bền hàng vận_chuyển
đơn trước mình đặt đẩy đơn hồ tùng mậu cửa hàng điện mình bảo lấy lấy chứ thùng sữa k đủ tiền xăng,Negative,đơn trước đặt đẩy đơn hồ_tùng_mậu cửa_hàng điện bảo lấy lấy chứ thùng sữa k đủ tiền xăng
công thức dưỡng ẩm làn da mềm mịn phủ hơi kémkết thúc tự nhiên bền lâu diện mạo tươi sáng tươi mới,Normal,công_thức dưỡng ẩm làn da mềm mịn phủ hơi kémkết thúc tự_nhiên bền lâu diện_mạo tươi_sáng tươi
hơi vụn ở nát luôn lấy muỗng mút giá,Normal,hơi vụn ở nát luôn lấy muỗng mút giá
hành tím khô thơm hoạt,Positive,hành tím khô thơm hoạt
chất lượng ok đáng tiền ok hương thơm ok,Normal,chất_lượng ok đáng tiền ok hương thơm ok
dầu gội ổn,Positive,dầu_gội ổn
chùm ruột đúng,Normal,chùm_ruột đúng
chất lượng hương vị tuyệt vời tăng cường hương vị món ăn yêu thích bạn,Positive,chất_lượng hương_vị tuyệt_vời tăng_cường hương_vị món ăn yêu thích
thời hàng đóng gói sản phẩm cẩn thận bông tẩy rẻ nhiều bông sơ sài dùng dính vào mặt sản phẩm tặng hủy đơn hàng do mất hàng nói thấy rẻ mình gộp nhận quà,Negative,thời hàng đóng_gói sản_phẩm cẩn_thận bông tẩy rẻ nhiều bông sơ_sài dùng dính vào mặt sản_phẩm tặng huỷ đơn hàng do mất hàng nói thấy rẻ gộp nhận quà
